,race,age,engnat,gender,hand,source,country,O,C,E,A,N
17530,13,17,1,1,1,2,US,2.5,1.9,3.3,2.6,3.2
17531,3,17,1,2,1,2,US,3.6,3.5,2.9,3.2,2.6
17532,3,17,1,1,1,2,US,3.3,3.1,3.0,3.1,3.4
17533,6,17,1,2,1,2,US,3.0,3.3,3.1,3.0,4.0
17534,5,16,1,1,1,2,US,3.2,3.3,3.0,2.8,3.9
17535,3,17,1,1,1,2,US,3.4,3.3,3.7,3.1,2.1
17536,4,16,1,1,2,2,US,3.6,3.1,3.0,3.3,1.9
17537,3,16,1,2,1,2,US,2.6,2.4,2.8,2.7,2.4
17538,1,17,2,1,3,2,US,2.9,2.6,2.5,2.5,3.1
17539,3,15,1,2,1,1,US,2.9,2.9,3.1,3.2,2.8
17540,13,15,1,1,1,1,US,2.7,2.5,2.8,3.1,3.1
17541,3,17,1,2,1,2,US,3.0,2.6,3.1,3.1,3.3
17542,3,20,1,1,1,5,US,3.2,3.1,3.5,3.4,3.6
17543,3,59,1,1,1,1,US,4.0,3.1,2.9,3.5,3.9
17544,3,17,1,1,1,1,US,3.8,3.6,3.2,3.3,3.1
17545,3,16,1,2,1,1,US,3.7,3.8,2.9,3.0,2.9
17546,3,30,1,1,3,5,US,3.4,2.7,2.9,3.0,2.1
17547,3,39,1,2,1,1,US,3.0,3.1,3.1,3.6,2.0
17548,3,41,1,2,1,1,US,3.0,3.4,3.1,3.4,2.1
17549,3,16,1,2,1,2,IE,3.8,3.5,2.5,2.9,3.3
17550,3,28,1,2,1,2,US,3.5,3.4,3.2,3.2,3.7
17551,3,20,1,1,1,5,US,3.2,3.5,3.0,3.1,2.8
17552,3,16,1,2,1,2,US,2.9,3.2,3.5,2.9,3.0
17553,3,18,1,2,1,1,US,3.3,3.1,3.5,2.9,3.0
17554,13,52,1,2,1,1,US,2.9,3.1,3.3,3.0,3.0
17555,3,24,1,2,1,1,US,3.2,2.6,3.0,3.3,2.4
17556,11,22,2,2,1,1,PH,3.0,4.1,2.7,3.6,4.3
17557,11,17,1,1,0,1,GB,3.1,3.0,3.3,3.4,2.9
17558,1,30,1,2,1,5,FR,3.3,3.2,3.1,3.3,3.8
17559,3,15,1,2,1,5,US,3.4,3.5,2.9,2.8,3.7
17560,13,17,1,2,1,2,US,3.0,3.3,3.3,3.1,2.6
17561,3,15,1,1,1,5,US,3.1,3.5,3.0,3.2,3.4
17562,3,20,2,2,3,5,AL,2.8,3.4,2.7,3.2,3.0
17563,3,19,1,2,1,5,US,3.6,3.9,2.7,3.2,2.6
17564,3,24,2,1,1,1,DK,3.6,3.4,2.9,3.3,4.0
17565,3,52,1,2,1,1,US,3.4,3.6,2.4,3.0,2.9
17566,3,45,1,2,1,2,GB,3.2,2.8,2.9,3.3,1.7
17567,3,16,1,1,1,1,US,2.9,2.9,2.7,3.7,3.0
17568,3,16,1,1,1,1,US,3.2,3.1,2.9,3.0,3.5
17569,3,21,1,1,1,5,US,3.5,3.3,3.3,3.0,2.6
17570,3,30,2,2,1,2,IE,3.3,2.6,2.6,3.2,2.7
17571,3,29,1,2,1,1,US,3.4,3.5,2.6,2.2,3.4
17572,3,21,2,2,1,1,IT,3.1,3.1,3.0,3.0,3.3
17573,1,13,1,2,0,2,US,3.8,3.2,2.5,3.0,2.5
17574,3,29,1,1,1,2,US,3.2,2.9,3.5,3.6,2.0
17575,1,13,1,2,1,1,US,2.9,2.4,3.1,2.4,2.9
17576,3,34,1,1,1,1,US,3.5,3.1,3.1,3.4,2.3
17577,3,15,1,2,1,1,US,3.6,3.7,3.1,2.8,2.4
17578,3,17,1,1,1,1,GB,3.4,3.5,2.7,2.8,3.0
17579,3,20,1,2,1,2,US,3.4,3.4,2.1,3.0,4.0
17580,3,35,1,2,1,1,US,3.6,3.0,3.0,3.2,2.3
17581,13,15,2,2,1,2,GB,2.9,2.8,2.6,3.3,2.7
17582,3,18,1,2,1,1,US,3.7,3.5,3.0,3.6,4.1
17583,3,58,1,1,1,1,GB,3.3,2.9,3.6,3.3,2.9
17584,3,20,2,2,1,1,FR,3.3,3.0,3.2,2.8,3.7
17585,3,14,1,2,1,2,US,3.4,3.6,2.9,3.4,2.3
17586,3,21,1,2,1,2,US,3.2,3.1,3.1,3.5,2.2
17587,4,18,2,1,1,1,IN,3.9,3.2,3.1,3.1,1.6
17588,3,55,1,2,1,2,US,3.7,2.8,3.1,3.1,2.8
17589,3,27,1,2,1,2,AU,3.5,3.0,3.0,3.0,2.4
17590,4,25,2,1,1,1,IN,3.4,3.4,3.3,3.2,2.2
17591,11,16,2,2,1,2,US,3.4,3.1,3.0,3.4,2.9
17592,3,38,1,1,1,1,ZA,3.4,2.1,3.4,3.5,3.1
17593,3,20,1,3,1,5,US,3.2,3.8,2.8,3.5,2.7
17594,11,18,1,2,3,3,US,3.4,3.7,2.6,3.5,3.8
17595,3,70,1,1,1,5,AU,3.3,3.1,2.7,2.7,2.6
17596,5,22,1,2,1,1,US,3.1,2.4,3.1,2.7,2.2
17597,13,18,1,2,2,1,GB,3.6,3.7,2.6,3.4,3.2
17598,3,17,1,1,1,1,GB,3.6,3.5,3.7,3.7,3.1
17599,3,43,1,2,1,1,AU,3.8,3.0,2.8,3.5,3.5
17600,3,42,1,2,1,1,US,3.5,2.8,2.9,3.4,3.8
17601,13,35,1,2,3,2,US,3.6,3.6,3.0,3.2,2.4
17602,11,19,2,1,1,5,US,3.0,4.1,3.4,3.6,3.4
17603,3,22,1,2,1,1,US,3.7,3.1,3.2,2.8,2.7
17604,3,21,1,2,1,1,US,3.2,3.4,2.7,3.1,3.7
17605,3,25,1,2,1,1,US,3.2,3.0,2.7,3.1,3.2
17606,11,21,1,2,1,5,US,3.6,3.2,3.3,3.5,3.3
17607,3,31,2,2,1,1,IT,3.5,3.2,3.5,3.3,2.6
17608,3,53,1,2,1,1,US,3.6,3.1,3.3,3.0,2.0
17609,3,26,2,2,1,1,IT,3.3,2.9,3.0,2.6,3.2
17610,3,38,1,1,1,1,GB,3.2,2.7,2.9,2.9,1.8
17611,1,23,1,1,1,1,US,4.1,3.2,3.1,3.1,1.8
17612,1,18,2,1,1,1,BR,3.1,3.0,2.7,2.6,3.3
17613,1,20,2,1,1,1,BR,3.8,2.9,2.9,3.0,3.2
17614,3,19,2,2,1,2,IT,2.8,3.8,2.0,3.0,3.5
17615,3,31,1,1,1,1,US,3.3,2.9,2.9,2.8,2.1
17616,3,19,2,2,1,5,US,3.3,3.1,3.0,3.8,3.2
17617,3,16,1,2,1,1,GB,3.7,2.9,3.3,2.7,3.9
17618,5,23,2,1,1,2,AE,3.9,3.8,4.2,3.6,4.2
17619,3,22,1,2,1,5,US,2.8,2.9,3.1,2.7,3.1
17620,13,16,1,1,1,1,GB,2.6,2.3,2.8,3.4,3.3
17621,4,23,2,1,1,1,IN,3.4,3.3,3.5,3.2,3.3
17622,13,17,1,1,1,1,GB,4.6,3.6,3.0,2.9,3.3
17623,3,28,1,2,1,2,CA,4.0,2.8,3.2,2.7,2.2
17624,3,20,1,2,1,1,DK,3.7,2.8,2.6,2.7,2.5
17625,3,20,2,2,1,3,NO,3.7,3.1,3.0,2.8,3.5
17626,1,18,2,1,1,1,US,3.5,3.6,3.5,3.1,2.6
17627,4,21,1,2,1,1,US,3.7,3.4,3.5,3.6,3.4
17628,3,20,1,1,1,1,US,3.4,3.2,3.5,2.9,2.4
17629,13,17,2,2,1,2,US,3.1,2.8,2.8,3.3,2.3
17630,3,20,1,1,1,2,IE,3.3,2.5,3.4,3.0,2.7
17631,3,43,1,1,2,1,US,3.3,2.2,2.7,2.1,1.8
17632,8,16,2,1,2,1,CA,3.0,2.9,3.0,2.4,4.1
17633,3,45,1,1,1,1,US,2.9,3.2,3.0,3.3,2.4
17634,3,27,1,2,2,2,US,2.6,2.1,2.6,2.7,3.3
17635,3,22,1,2,1,2,US,3.6,2.6,3.6,3.4,2.4
17636,3,58,1,2,1,1,US,3.7,3.2,2.9,3.0,2.3
17637,3,13,1,2,1,1,US,3.4,3.1,3.3,3.2,3.2
17638,3,32,1,2,1,2,US,3.7,2.6,2.9,2.9,3.8
17639,3,25,1,2,1,1,PT,3.4,3.0,2.8,3.2,2.8
17640,3,32,1,2,1,5,US,3.3,2.7,3.2,3.3,2.7
17641,3,15,1,2,1,5,US,2.9,2.9,3.2,3.2,3.1
17642,3,17,1,2,1,2,US,3.2,3.6,2.8,3.2,3.1
17643,3,29,2,2,1,4,US,3.4,3.3,3.5,3.0,2.6
17644,11,23,2,1,1,5,US,3.9,2.9,3.2,3.7,2.9
17645,3,20,2,2,1,1,SE,3.3,3.5,3.2,3.4,3.8
17646,3,17,1,2,1,1,US,3.4,4.0,3.3,2.9,3.4
17647,11,20,1,2,1,5,US,2.9,2.9,2.9,3.1,3.3
17648,3,60,1,2,1,1,US,3.3,3.1,2.6,3.0,2.8
17649,13,17,1,2,2,5,US,3.2,3.1,3.1,3.4,2.6
17650,3,33,1,2,1,1,US,2.6,2.9,2.8,3.0,3.0
17651,3,17,1,2,1,2,US,3.8,4.2,2.7,3.2,3.3
17652,3,16,1,2,1,1,US,3.6,3.7,3.4,3.1,3.9
17653,6,18,1,1,1,1,US,3.1,3.1,3.5,3.4,3.2
17654,11,21,2,1,1,5,US,3.6,2.9,2.1,3.1,4.2
17655,1,22,2,1,1,1,BR,3.1,3.4,2.7,2.8,3.8
17656,3,18,1,1,1,1,US,3.3,3.2,3.2,3.5,3.8
17657,3,39,1,2,2,1,US,3.7,3.6,3.1,3.1,2.1
17658,1,14,0,2,2,1,AU,3.2,2.1,3.9,3.8,4.0
17659,3,16,1,2,2,1,US,3.5,3.4,3.2,3.5,2.6
17660,3,39,1,2,2,3,US,3.6,3.3,2.5,3.4,4.2
17661,12,40,1,2,1,1,US,3.1,3.0,3.4,3.4,2.4
17662,3,23,1,2,1,2,US,2.7,3.4,2.9,2.9,1.8
17663,3,51,1,2,1,2,US,3.8,3.7,2.8,2.8,4.2
17664,3,36,1,1,1,1,US,3.5,2.8,2.9,3.1,2.7
17665,3,26,1,3,1,5,US,3.2,3.0,3.3,3.1,1.9
17666,3,15,1,1,1,1,US,2.9,2.8,3.3,3.1,3.0
17667,13,17,1,1,1,1,US,3.5,3.0,3.6,3.5,2.4
17668,3,18,1,2,2,1,US,2.7,3.5,3.0,2.1,3.4
17669,3,34,1,2,1,1,NZ,3.3,3.0,2.6,3.4,2.6
17670,11,25,1,2,1,5,US,3.0,3.0,3.1,3.1,2.3
17671,11,16,1,2,1,5,US,3.4,3.3,3.4,3.3,3.7
17672,1,34,1,2,2,5,MX,3.3,2.9,3.0,3.3,2.5
17673,3,19,1,2,1,1,US,3.0,3.2,3.2,2.8,2.7
17674,3,44,1,2,1,5,US,3.5,3.6,3.0,3.1,3.4
17675,4,24,2,2,1,1,CA,3.5,2.8,2.2,3.3,3.3
17676,4,23,2,1,1,2,IN,2.7,3.0,3.6,2.9,3.0
17677,1,26,1,1,1,1,US,3.7,2.7,3.2,3.3,3.2
17678,5,26,1,2,1,2,US,3.1,3.4,3.1,3.3,1.8
17679,11,19,2,2,1,1,CA,3.2,3.2,3.2,3.0,2.8
17680,3,34,1,2,1,1,US,3.6,3.0,2.3,2.8,3.1
17681,3,63,1,2,1,1,US,2.8,2.7,3.2,3.1,2.4
17682,1,19,1,2,1,5,US,3.7,3.5,3.0,3.4,4.0
17683,5,19,1,2,1,1,US,3.3,3.5,3.7,3.6,3.1
17684,3,19,2,2,1,1,US,3.7,3.6,3.0,3.0,2.0
17685,4,23,2,1,1,5,IN,5.0,5.0,5.0,5.0,5.0
17686,3,19,2,1,1,1,US,3.3,3.2,2.7,2.8,2.5
17687,3,16,2,1,3,1,US,3.6,3.3,3.2,4.0,3.0
17688,3,21,1,2,1,2,US,3.6,3.1,2.8,3.0,3.4
17689,3,16,2,2,1,1,MX,3.4,3.1,3.0,3.2,2.6
17690,4,22,2,1,1,1,IN,2.8,2.7,3.3,3.3,3.4
17691,3,19,1,2,1,2,AU,3.5,3.0,2.6,2.9,2.6
17692,11,19,2,1,1,1,PH,3.1,2.9,3.2,3.3,3.0
17693,11,22,2,2,1,1,SG,3.4,3.3,3.6,4.2,4.0
17694,4,37,2,1,1,1,IN,2.6,4.0,3.5,4.1,4.2
17695,3,24,1,2,1,1,US,3.9,3.3,3.1,3.8,4.1
17696,1,18,1,2,1,1,US,3.2,3.2,2.8,3.3,3.7
17697,11,15,1,2,1,2,SG,3.3,2.4,2.7,3.2,2.9
17698,13,27,1,2,1,5,US,2.8,2.5,3.0,3.2,2.2
17699,4,60,2,1,1,2,IN,4.4,3.7,3.2,2.9,2.3
17700,3,19,1,2,1,2,US,3.5,3.3,2.9,3.6,2.4
17701,11,34,2,1,1,1,PH,3.4,3.0,3.4,3.0,3.6
17702,10,19,2,2,1,5,US,3.1,2.8,3.1,3.1,2.8
17703,1,28,2,1,1,1,IN,3.4,3.8,3.0,3.8,3.4
17704,5,23,2,2,1,1,JO,3.1,2.6,3.0,2.7,3.4
17705,3,31,1,2,2,5,US,3.5,3.5,2.7,3.0,3.8
17706,3,31,1,2,2,5,US,3.5,3.5,2.6,3.1,3.5
17707,3,35,1,2,2,1,US,3.3,2.8,3.0,3.2,3.6
17708,3,14,1,2,2,1,NZ,3.2,3.3,3.1,3.3,4.3
17709,3,31,1,2,2,5,US,3.6,3.6,2.6,3.0,3.8
17710,11,24,2,1,2,2,MY,3.3,3.2,3.4,4.0,3.1
17711,1,20,2,2,1,2,AU,3.2,2.9,3.1,3.3,2.7
17712,3,42,2,2,1,1,RS,3.7,3.4,3.1,3.4,2.9
17713,13,42,1,2,1,1,ZA,3.2,2.8,2.4,3.0,3.8
17714,3,17,2,2,1,1,EE,3.5,3.1,2.8,2.9,3.3
17715,4,29,2,1,1,1,IN,3.3,3.7,3.3,3.7,3.9
17716,3,26,1,2,1,2,US,3.8,3.8,3.2,3.3,3.9
17717,3,23,1,1,1,2,US,3.7,3.0,3.1,3.3,2.0
17718,3,26,1,2,1,2,US,3.4,3.8,3.0,3.3,2.2
17719,3,20,1,2,1,1,AU,3.4,3.3,3.2,3.5,2.6
17720,3,37,1,1,1,1,US,3.8,3.2,3.0,3.4,3.0
17721,3,14,2,2,1,1,GB,2.3,3.2,2.4,3.6,3.8
17722,3,20,1,2,2,5,US,3.6,3.6,3.1,3.5,3.2
17723,3,18,2,2,1,5,SE,3.4,3.1,2.5,3.1,2.8
17724,3,23,1,1,1,1,US,3.5,2.8,2.2,2.9,2.0
17725,4,41,2,2,1,2,IN,3.3,3.3,3.1,3.2,2.6
17726,3,26,1,1,1,5,JP,3.5,2.6,2.8,3.2,1.9
17727,4,18,1,2,1,1,MU,3.6,3.6,3.5,2.9,2.6
17728,4,41,2,2,1,1,IN,3.4,3.5,3.5,3.1,4.2
17729,3,65,1,1,1,5,AU,3.3,3.0,3.6,3.1,2.6
17730,13,25,2,2,2,5,FR,3.2,2.4,3.1,3.1,3.3
17731,3,32,2,2,1,3,FR,3.4,3.0,2.7,2.8,3.5
17732,13,22,2,1,1,1,IN,3.5,3.0,3.2,2.9,2.2
17733,3,28,2,1,1,1,EE,2.9,2.9,3.4,2.5,1.6
17734,3,34,1,2,2,2,NZ,3.1,3.5,3.1,3.2,3.2
17735,4,19,2,1,1,1,IN,2.8,2.7,2.9,2.8,1.9
17736,4,24,2,2,1,1,IN,3.2,3.4,4.2,3.8,4.2
17737,4,34,2,1,1,1,IN,3.3,3.1,2.5,3.4,3.7
17738,11,14,2,2,1,1,PH,4.4,3.5,2.9,3.6,3.1
17739,11,28,2,1,2,1,PH,3.2,3.4,3.2,3.1,2.9
17740,3,21,2,1,1,1,CZ,3.7,3.1,3.0,2.5,3.7
17741,3,23,1,1,2,1,AU,3.7,2.6,3.4,3.8,2.2
17742,13,30,2,1,1,1,IN,3.4,3.4,3.4,3.5,3.9
17743,4,16,2,2,1,1,IN,3.6,3.6,3.0,4.0,4.7
17744,4,30,2,1,1,2,IN,3.3,4.0,3.7,3.3,3.7
17745,11,15,2,1,1,1,BD,2.8,2.4,3.0,2.5,2.1
17746,13,31,2,2,1,1,JO,2.8,2.9,3.0,3.1,3.7
17747,3,20,2,2,2,1,RO,3.5,3.0,3.3,2.7,3.3
17748,11,25,2,2,1,5,HK,3.1,3.3,2.7,3.3,3.5
17749,3,24,1,1,1,1,GB,3.5,2.6,3.4,3.2,1.9
17750,4,39,1,2,1,2,US,3.6,3.7,3.6,2.8,2.6
17751,3,32,2,1,1,1,HU,3.4,2.4,2.5,2.6,2.6
17752,3,44,1,2,1,1,GB,2.7,2.6,2.9,2.8,2.9
17753,5,32,2,1,1,1,EG,2.5,3.1,3.6,3.3,3.3
17754,3,24,1,1,1,1,SE,3.5,2.5,3.1,2.9,3.2
17755,11,60,2,2,1,1,MY,3.4,3.1,2.5,3.5,2.2
17756,3,22,1,1,3,5,US,4.0,3.0,3.1,3.1,2.8
17757,3,22,1,1,1,2,US,3.3,2.9,3.2,3.0,1.8
17758,13,29,1,2,1,1,GB,3.6,2.8,3.4,3.1,2.8
17759,3,42,1,2,2,1,US,2.7,3.2,3.6,3.4,2.8
17760,4,15,2,2,1,1,IN,3.7,3.0,2.6,3.3,2.6
17761,13,53,1,2,1,2,US,3.2,2.4,2.9,3.4,1.8
17762,3,30,2,1,1,1,NL,2.8,3.3,3.5,2.7,3.5
17763,11,17,2,1,1,2,MY,3.4,3.2,3.2,3.5,2.7
17764,3,25,2,2,1,2,IT,3.2,3.2,2.8,3.4,2.6
17765,4,26,2,2,1,1,IN,3.1,3.2,3.4,3.6,2.5
17766,4,33,2,1,3,1,IN,3.7,3.9,4.2,3.9,4.0
17767,11,18,2,2,1,1,VN,3.2,2.8,2.9,3.1,3.1
17768,3,30,1,2,1,1,GB,3.3,3.1,2.8,3.1,3.0
17769,3,22,2,1,1,1,IT,3.3,3.2,3.2,3.3,2.0
17770,3,24,1,2,1,2,US,3.3,3.2,3.6,3.1,3.6
17771,3,32,2,2,1,1,FR,2.8,2.7,3.1,3.0,3.2
17772,3,26,2,2,1,1,DE,3.1,2.9,3.0,3.6,4.5
17773,13,23,2,1,1,1,IN,3.0,3.2,2.7,3.0,3.6
17774,3,27,2,1,1,5,DE,3.7,3.3,3.5,2.9,2.2
17775,9,21,2,2,1,5,KR,3.0,3.6,3.1,3.6,2.8
17776,3,25,2,2,1,5,IT,3.3,3.9,2.6,3.0,2.2
17777,3,20,2,1,1,1,CA,2.9,2.7,3.3,2.9,2.8
17778,3,25,1,1,1,1,IE,3.7,3.3,3.0,3.4,3.7
17779,6,17,1,2,1,2,US,3.2,3.1,3.3,2.8,2.4
17780,3,28,2,1,1,5,IT,3.1,3.7,3.4,3.2,2.7
17781,0,30,1,2,1,1,US,4.2,3.0,2.9,3.1,2.9
17782,3,37,1,2,1,1,GB,3.5,3.5,3.0,2.8,3.0
17783,3,23,1,1,1,2,US,3.2,3.5,3.0,2.8,2.8
17784,3,31,1,2,1,2,AU,3.5,3.4,2.8,2.3,3.4
17785,11,34,1,2,1,2,SG,3.2,2.9,3.1,3.4,3.7
17786,3,43,1,2,1,1,US,3.6,2.9,3.0,3.1,3.3
17787,3,67,1,1,1,1,US,3.6,3.2,2.9,3.1,2.4
17788,3,56,1,2,2,1,US,3.5,3.6,3.5,3.5,2.0
17789,3,13,1,1,2,1,GB,3.2,3.2,3.1,2.6,2.5
17790,3,22,1,1,1,1,GB,3.3,3.0,3.1,3.4,2.7
17791,13,44,1,1,1,1,US,3.5,3.1,3.0,3.7,3.5
17792,3,53,1,1,2,1,TH,2.7,3.5,2.8,3.5,2.7
17793,3,27,1,1,0,1,AU,3.4,3.1,2.6,3.3,3.5
17794,3,52,1,1,1,5,US,3.5,3.2,3.4,3.2,2.2
17795,3,19,1,2,2,5,US,3.3,3.7,3.3,2.7,2.8
17796,4,26,2,1,1,2,IN,3.4,2.9,3.7,3.5,4.1
17797,4,30,2,1,1,1,IN,2.8,2.7,3.9,3.7,2.8
17798,3,20,2,1,3,1,BR,3.4,2.9,3.2,4.0,3.4
17799,3,38,1,1,3,1,AU,2.9,2.8,3.0,3.0,1.9
17800,3,35,1,2,1,1,US,3.4,3.1,3.1,3.2,4.0
17801,3,15,1,2,1,1,US,3.5,3.7,3.5,3.5,3.3
17802,13,24,2,2,2,1,IN,3.1,3.0,2.7,3.0,3.9
17803,13,29,2,1,1,2,IN,2.0,2.0,2.0,2.0,2.0
17804,13,19,2,2,1,1,IN,3.2,3.8,4.1,3.7,3.6
17805,4,22,2,2,1,1,IN,3.8,3.8,3.0,3.5,1.4
17806,5,19,2,1,1,1,PK,3.4,3.6,3.0,3.4,3.8
17807,3,52,2,2,1,1,FI,3.6,3.0,3.1,3.2,2.5
17808,1,24,1,2,1,1,CA,3.3,2.9,3.0,3.1,2.9
17809,3,32,2,1,1,5,PL,3.3,3.8,3.2,3.5,3.2
17810,13,13,1,2,1,1,US,3.1,3.2,2.5,3.5,2.2
17811,6,22,2,2,1,1,TN,3.1,3.2,3.1,3.3,3.7
17812,3,20,1,2,1,2,CZ,3.4,3.2,3.2,3.1,3.1
17813,5,19,2,1,1,2,CL,3.6,3.0,2.8,3.3,2.9
17814,3,21,2,1,1,1,AR,3.8,3.2,3.1,3.3,3.9
17815,13,16,2,2,1,1,RU,3.4,4.1,3.0,3.5,4.3
17816,3,19,1,2,1,5,US,3.0,3.0,2.8,2.9,2.9
17817,3,14,2,2,1,5,GB,3.0,2.9,2.5,2.7,2.1
17818,1,16,2,2,1,1,RU,2.9,3.1,2.8,2.5,3.7
17819,3,22,1,2,1,5,US,3.6,4.1,3.8,3.5,2.5
17820,1,19,1,2,1,1,SA,3.5,3.3,2.9,3.2,3.3
17821,1,28,2,2,1,1,GB,3.7,2.5,2.7,3.1,1.7
17822,1,20,2,2,1,1,BR,3.1,3.6,3.0,3.2,3.9
17823,11,1984,2,3,1,5,US,2.9,4.0,3.3,3.2,3.2
17824,11,15,1,2,1,1,SG,2.9,3.1,3.2,3.7,3.1
17825,3,19,1,1,1,1,US,3.3,4.0,3.3,3.6,2.3
17826,3,18,1,2,1,2,US,2.9,2.9,3.2,3.3,2.4
17827,1,19,2,3,3,1,CA,3.1,2.5,3.4,3.3,3.0
17828,3,50,1,1,1,5,US,3.3,3.6,3.3,3.5,2.7
17829,5,21,2,2,1,4,SA,2.2,2.6,2.3,3.3,2.7
17830,5,17,2,1,1,1,SY,3.2,3.6,3.4,2.6,1.6
17831,4,25,1,2,1,5,US,3.8,3.7,2.9,3.5,3.3
17832,3,25,2,2,1,5,IT,3.1,2.9,2.7,3.4,2.1
17833,13,26,1,1,1,5,US,4.0,3.2,3.0,3.5,2.1
17834,3,38,2,2,1,1,PT,2.9,3.0,2.9,2.2,3.9
17835,3,70,2,1,1,1,SE,3.1,3.0,3.3,2.8,2.7
17836,3,25,1,2,1,1,US,3.1,3.4,2.9,2.9,2.6
17837,12,16,1,2,1,2,CA,2.6,2.8,3.3,2.8,3.8
17838,3,35,2,2,1,5,NO,3.6,2.8,2.9,2.8,2.6
17839,3,19,1,2,1,1,US,3.2,3.2,3.1,2.8,2.5
17840,3,18,1,2,1,1,US,3.5,3.5,3.0,3.4,2.5
17841,1,17,1,1,1,2,US,3.6,2.1,3.2,3.6,1.8
17842,13,58,1,2,1,1,CA,3.5,3.3,3.2,3.7,2.8
17843,5,21,1,2,1,1,US,3.5,2.7,3.0,2.9,3.6
17844,3,20,1,2,1,5,US,3.1,3.3,3.1,3.2,3.0
17845,3,34,1,1,1,2,GB,2.9,2.8,3.1,3.4,3.1
17846,3,28,2,2,1,1,IT,3.2,3.4,2.8,3.5,3.9
17847,3,16,1,1,2,1,CY,3.8,2.8,2.7,3.0,3.0
17848,3,48,1,1,1,5,US,3.4,3.2,3.0,2.9,2.3
17849,3,20,2,1,1,1,CL,3.6,3.2,2.9,3.1,3.4
17850,12,23,1,1,2,1,US,3.2,3.0,3.4,3.6,2.4
17851,3,21,1,2,1,1,US,3.0,3.3,3.1,3.0,4.3
17852,3,14,1,2,1,1,GB,3.2,3.4,3.2,2.8,3.8
17853,13,49,2,1,1,2,US,3.3,3.9,3.1,3.8,2.7
17854,13,38,1,1,1,1,US,3.5,3.0,3.4,3.3,1.7
17855,3,19,1,1,2,5,US,3.6,3.7,3.0,3.3,2.3
17856,3,15,1,1,1,1,US,3.7,3.8,3.8,3.1,3.2
17857,3,36,1,2,1,1,US,3.3,2.8,2.5,2.8,3.5
17858,11,22,1,2,1,5,US,3.0,3.4,3.5,3.5,3.7
17859,4,20,2,1,1,1,IN,3.3,3.9,3.0,3.5,2.4
17860,3,27,2,2,1,1,MX,3.2,3.2,2.8,3.2,2.8
17861,13,30,2,2,1,1,DE,2.5,3.4,3.4,3.3,2.5
17862,3,35,2,1,2,2,NL,3.0,3.0,2.8,2.6,2.3
17863,3,16,1,1,1,1,US,3.9,3.1,2.6,2.5,3.2
17864,3,19,1,2,1,2,GB,3.1,2.7,3.3,3.1,2.8
17865,3,17,2,1,1,1,SE,3.8,3.0,3.2,2.9,3.8
17866,3,61,1,2,1,1,CA,3.2,2.6,3.2,3.0,2.6
17867,0,14,2,2,2,1,BG,3.2,3.8,2.6,3.5,4.1
17868,3,57,2,1,1,1,CA,3.6,3.5,2.8,2.7,2.0
17869,3,36,1,2,1,2,CA,3.4,2.9,2.5,3.0,3.0
17870,13,22,2,2,1,1,PK,2.5,2.7,3.2,3.0,3.2
17871,3,18,1,2,1,1,US,3.3,3.7,3.0,3.4,3.8
17872,3,43,2,2,1,2,HU,3.6,3.1,3.0,3.2,3.4
17873,3,51,1,2,1,1,GB,2.9,2.6,3.2,3.4,2.6
17874,3,18,2,1,1,5,US,3.2,2.9,2.9,3.1,2.4
17875,3,21,1,1,1,1,US,2.5,3.2,2.6,2.6,3.0
17876,8,44,1,2,2,1,US,3.2,3.4,3.1,3.2,2.6
17877,3,38,1,2,1,2,US,3.7,3.7,3.3,3.4,2.2
17878,3,23,2,1,1,2,RO,3.2,3.0,2.6,3.2,3.4
17879,3,22,1,1,1,2,US,3.7,3.2,3.1,2.9,2.3
17880,3,22,1,2,1,5,US,4.5,3.8,3.3,3.2,4.0
17881,5,45,1,2,1,5,US,3.4,2.9,3.5,3.3,3.1
17882,3,49,1,1,1,1,US,3.5,3.4,2.6,3.2,2.5
17883,3,22,2,2,1,1,BR,3.5,3.1,3.1,3.5,2.3
17884,3,22,2,2,1,1,SI,3.9,3.0,3.3,3.0,3.5
17885,3,31,2,1,1,2,GB,3.3,3.7,2.9,2.9,3.0
17886,13,16,1,2,1,1,GB,2.9,3.0,3.0,2.9,4.1
17887,3,24,2,1,1,2,ES,3.4,3.0,3.2,2.9,2.0
17888,3,20,1,1,2,5,HU,3.8,2.9,3.1,2.8,2.3
17889,3,47,1,1,1,1,GB,3.4,3.2,2.9,3.6,2.6
17890,1,21,1,2,1,5,US,3.3,3.2,2.7,3.6,3.3
17891,3,41,0,1,1,5,US,3.3,2.9,3.0,3.1,2.4
17892,8,15,1,1,1,1,US,3.4,3.1,3.0,3.3,3.4
17893,3,22,1,1,2,4,US,3.4,3.0,3.2,3.4,2.4
17894,12,13,2,1,1,1,GB,4.0,3.4,3.3,3.3,2.7
17895,3,41,1,2,1,1,US,4.2,4.1,3.2,4.0,3.8
17896,12,24,2,2,1,5,US,3.3,2.9,3.3,3.2,3.4
17897,3,25,1,2,1,2,US,3.0,3.8,3.0,3.5,3.3
17898,13,51,1,2,2,5,US,3.2,3.5,2.7,2.9,3.0
17899,3,18,1,1,2,5,US,3.1,3.6,3.0,3.0,3.4
17900,3,39,1,1,1,1,US,3.3,2.7,2.8,3.1,2.5
17901,3,18,1,2,1,1,US,3.2,2.9,3.5,3.1,2.6
